City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,east london,-33.0153,27.9116,75.85,79,67,21.03,ZA,1706574607
285,banda aceh,5.5577,95.3222,78.48,83,13,11.56,ID,1706574760
286,plainfield,40.6168,-74.4173,38.05,71,100,5.75,US,1706574760
287,obu,35.0,136.9667,49.12,56,0,5.28,JP,1706574760
288,velikiy ustyug,60.7644,46.3106,32.4,93,100,10.0,RU,1706574760
289,kristiansund,63.1115,7.732,45.25,49,20,16.11,NO,1706574761
290,mil'kovo,55.6078,37.7956,30.6,86,100,13.67,RU,1706574761
291,mundri,-6.9558,111.71,78.85,86,99,3.67,ID,1706574761
292,tofol,5.3248,163.0078,80.38,89,100,14.97,FM,1706574761
293,hamilton,39.1834,-84.5333,36.86,84,100,8.05,US,1706574761
294,north bend,43.4065,-124.2243,61.86,88,0,4.61,US,1706574642
295,ciudad lazaro cardenas,17.9583,-102.2,77.67,75,100,3.71,MX,1706574762
296,nova sintra,14.8667,-24.7167,69.91,67,99,16.8,CV,1706574762
297,balikesir,39.75,28.0,40.51,87,40,4.61,TR,1706574762
298,nagqu,31.5,92.0,4.5,90,100,3.53,CN,1706574762
299,moramanga,-18.9333,48.2,63.97,95,100,3.11,MG,1706574762
300,ivins,37.1686,-113.6794,67.15,36,0,3.0,US,1706574762
301,uvira,-3.4067,29.1458,72.61,92,100,1.28,CD,1706574763
302,penha,-26.7694,-48.6458,75.07,78,40,9.22,BR,1706574763
303,vilyuchinsk,52.9306,158.4028,5.27,77,100,6.53,RU,1706574763
304,gizo,-8.103,156.8419,82.45,78,100,12.73,SB,1706574763
305,mahikeng,-25.8652,25.6442,69.78,68,76,4.61,ZA,1706574763
306,wake village,33.4268,-94.1063,57.31,61,0,5.75,US,1706574763
307,rifle,39.5347,-107.7831,54.19,43,0,0.0,US,1706574764
308,nova vicosa,-17.8919,-39.3719,78.51,85,100,14.16,BR,1706574764
309,amble,55.3333,-1.5833,43.3,93,100,16.11,GB,1706574764
310,zaragoza,41.6561,-0.8773,52.48,84,75,2.3,ES,1706574764
311,tangalle,6.024,80.7911,77.16,89,99,7.94,LK,1706574764
312,maloye ganyushkino,46.6,49.2667,18.34,77,10,8.28,KZ,1706574764
313,holualoa,19.6228,-155.9522,78.78,78,40,19.57,US,1706574765
314,les cayes,18.2,-73.75,75.33,76,27,4.5,HT,1706574765
315,nadym,65.5333,72.5167,-5.96,98,19,11.9,RU,1706574765
316,omdurman,15.6445,32.4777,65.37,19,100,12.62,SD,1706574765
317,saint-francois,46.4154,3.9054,42.66,93,0,3.44,FR,1706574579
318,tsumeb,-19.2333,17.7167,65.86,80,74,9.84,NA,1706574765
319,n'zeto,-7.2312,12.8666,80.56,85,100,4.43,AO,1706574766
320,canto do buriti,-8.11,-42.9444,73.9,91,43,3.71,BR,1706574766
321,pathein,16.7833,94.7333,70.3,62,5,5.01,MM,1706574766
322,flying fish cove,-10.4217,105.6791,80.28,94,75,3.44,CX,1706574766
323,lerwick,60.1545,-1.1494,42.8,79,55,13.44,GB,1706574766
324,lindale,32.5157,-95.4094,62.1,66,40,7.11,US,1706574766
325,ponta delgada,37.7333,-25.6667,65.19,82,40,17.27,PT,1706574767
326,birao,10.2849,22.7882,71.96,17,95,10.25,CF,1706574767
327,powell,40.1578,-83.0752,34.68,87,73,4.0,US,1706574473
328,mbala,-8.8402,31.3659,61.2,98,100,2.04,ZM,1706574617
329,quepos,9.4236,-84.1652,79.36,82,67,2.21,CR,1706574767
330,rongelap,11.1635,166.8941,79.25,78,74,16.55,MH,1706574767
331,puerto leguizamo,-0.1934,-74.7819,79.83,71,100,1.54,CO,1706574768
332,pitimbu,-7.4706,-34.8086,81.19,76,12,10.04,BR,1706574768
333,san juan,-31.5375,-68.5364,92.35,22,6,8.95,AR,1706574639
334,sao felix do xingu,-6.6447,-51.995,73.53,98,100,1.36,BR,1706574768
335,minas de marcona,-15.2119,-75.1103,66.79,80,100,12.41,PE,1706574768
336,tromso,69.6496,18.957,33.82,75,100,36.82,NO,1706574768
337,guarda,40.5373,-7.2658,40.17,88,16,5.03,PT,1706574769
338,antofagasta,-23.65,-70.4,69.08,82,55,5.84,CL,1706574705
339,kontcha,7.9667,12.2333,67.91,24,10,1.95,CM,1706574769
340,yanbu,24.0891,38.0637,59.04,72,0,4.61,SA,1706574769
341,richlands,37.0932,-81.7937,37.36,93,0,0.0,US,1706574769
342,namibe,-15.1961,12.1522,72.9,77,14,3.13,AO,1706574769
343,kruisfontein,-34.0033,24.7314,68.88,83,11,5.64,ZA,1706574770
344,guardo,42.7897,-4.8482,43.52,62,19,2.35,ES,1706574770
345,crane,31.3974,-102.3501,59.54,38,100,9.82,US,1706574770
346,capitan bado,-23.2667,-55.5333,75.38,34,93,6.11,PY,1706574770
347,lorengau,-2.0226,147.2712,84.92,72,100,11.39,PG,1706574770
348,pisco,-13.7,-76.2167,77.05,73,0,18.41,PE,1706574770
349,icano,-28.9193,-65.3282,81.09,36,0,5.86,AR,1706574771
350,bowen,-20.0167,148.2333,87.66,73,100,9.71,AU,1706574771
351,kirensk,57.7853,108.1119,-38.04,100,53,1.01,RU,1706574771
352,el nido,11.1858,119.3956,80.64,69,80,16.73,PH,1706574771
353,ust'-ilimsk,58.0006,102.6619,-34.56,100,7,1.01,RU,1706574771
354,kavaratti,10.5669,72.642,82.02,64,20,9.01,IN,1706574772
355,barentu,15.1139,37.5928,64.4,56,100,3.31,ER,1706574772
356,polyarnyy,69.1989,33.4478,32.41,74,100,34.67,RU,1706574772
357,mahina,-17.5065,-149.489,87.57,74,75,8.05,PF,1706574772
358,port blair,11.6667,92.75,77.04,94,40,1.14,IN,1706574773
359,tual,-5.6667,132.75,83.23,77,88,16.53,ID,1706574773
360,laishevo,55.4046,49.5504,25.02,96,100,12.12,RU,1706574773
361,bang saphan,11.2126,99.5117,76.93,87,22,1.21,TH,1706574773
362,tocopilla,-22.092,-70.1979,73.38,76,28,10.07,CL,1706574773
363,piacabucu,-10.4056,-36.4344,78.49,85,6,8.61,BR,1706574774
364,nyagan,62.1406,65.3936,-10.5,100,100,4.34,RU,1706574735
365,buala,-8.145,159.5921,81.0,82,100,10.29,SB,1706574774
366,uyuni,-20.4597,-66.825,58.66,47,0,19.95,BO,1706574774
367,kalianget,-7.05,113.9333,81.88,78,97,4.29,ID,1706574774
368,kourou,5.1552,-52.6478,75.25,91,32,10.51,GF,1706574607
369,reggane,26.7158,0.1714,62.2,30,0,15.08,DZ,1706574775
370,chibuto,-24.6867,33.5306,69.15,95,0,2.44,MZ,1706574775
371,mobaye,4.319,21.1786,73.89,41,80,0.4,CF,1706574775
372,marsabit,2.3284,37.9899,70.18,51,98,14.74,KE,1706574775
373,bonthe,7.5264,-12.505,78.33,82,100,4.52,SL,1706574775
374,qalat,32.1058,66.9083,45.64,88,63,2.17,AF,1706574775
375,bisbee,31.4482,-109.9284,66.4,33,100,4.97,US,1706574776
376,california city,35.1258,-117.9859,71.98,32,0,13.8,US,1706574776
377,lihue,21.9789,-159.3672,81.99,61,0,21.85,US,1706574776
378,concepcion,-36.827,-73.0498,67.8,60,0,9.22,CL,1706574724
379,forster,-32.1667,152.5167,76.21,85,92,10.42,AU,1706574776
380,kutum,14.2,24.6667,54.82,31,96,7.02,SD,1706574776
381,baie-saint-paul,47.4411,-70.4986,19.38,98,70,5.06,CA,1706574777
382,hadibu,12.65,54.0333,73.94,77,90,7.7,YE,1706574777
383,tolanaro,-25.0319,46.9987,75.27,83,40,6.91,MG,1706574777
384,las higueras,-33.0923,-64.289,80.46,57,0,13.8,AR,1706574532
385,tazacorte,28.629,-17.9293,67.15,31,0,10.0,ES,1706574777
386,noosa heads,-26.3833,153.15,81.34,89,100,7.9,AU,1706574777
387,nelson bay,-32.7167,152.15,81.0,82,93,13.82,AU,1706574778
388,les anglais,18.3054,-74.2197,75.18,79,6,1.86,HT,1706574778
389,nahiyat ash shinafiyah,31.5874,44.6602,57.54,25,99,7.38,IQ,1706574778
390,alaghsas,17.0187,8.0168,65.64,19,57,17.4,NE,1706574778
391,masuguru,-11.3667,38.4167,71.8,99,93,2.26,TZ,1706574778
392,niigata,37.9022,139.0236,39.92,87,75,8.05,JP,1706574778
393,shiprock,36.7855,-108.687,52.14,52,0,0.92,US,1706574779
394,kone,-21.0595,164.8658,90.09,48,62,7.58,NC,1706574779
395,cruzeiro do sul,-29.5128,-51.9853,72.5,95,0,0.81,BR,1706574779
396,moree,-29.4667,149.85,86.11,59,47,15.03,AU,1706574779
397,tabas,33.5959,56.9244,46.17,45,0,5.79,IR,1706574779
398,nuuk,64.1835,-51.7216,2.01,60,75,16.11,GL,1706574779
399,hacienda huancane,-15.8222,-70.8856,43.39,73,99,10.22,PE,1706574780
400,pampa del indio,-26.0647,-59.919,78.98,40,16,5.64,AR,1706574780
401,la sarre,48.8002,-79.1996,24.28,94,100,8.21,CA,1706574780
402,meulaboh,4.1363,96.1285,76.75,88,59,3.83,ID,1706574780
403,aripuana,-9.1667,-60.6333,73.65,96,100,2.55,BR,1706574780
404,greymouth,-42.4667,171.2,68.43,63,1,6.08,NZ,1706574722
405,akureyri,65.6835,-18.0878,31.93,59,0,9.22,IS,1706574781
406,sault ste. marie,46.5168,-84.3333,34.09,84,100,9.22,CA,1706574561
407,whakatane,-37.9585,176.9854,81.52,64,96,8.99,NZ,1706574781
408,botshabelo,-29.2702,26.7052,65.57,52,8,2.08,ZA,1706574781
409,pozoblanco,38.3791,-4.8483,46.11,77,87,2.3,ES,1706574781
410,pertuis,43.6925,5.5028,40.35,64,100,5.21,FR,1706574782
411,buenaventura,3.8801,-77.0312,77.52,95,100,1.3,CO,1706574782
412,cabo san lucas,22.8909,-109.9124,83.5,31,100,9.22,MX,1706574782
413,kozakai-cho,34.8,137.3589,46.92,50,0,3.0,JP,1706574782
414,prado,-17.3411,-39.2208,78.49,87,100,13.02,BR,1706574621
415,ciudad manuel doblado,20.7333,-101.9333,67.55,23,100,0.76,MX,1706574783
416,nyurba,63.2842,118.3319,-34.85,99,62,5.23,RU,1706574783
417,nova xavantina,-14.6667,-52.35,76.1,77,33,3.31,BR,1706574783
418,puerto cabezas,14.0351,-83.3888,76.5,81,1,10.4,NI,1706574607
419,camacupa,-12.0167,17.4833,61.43,95,97,1.81,AO,1706574784
420,gadzhiyevo,69.2551,33.3362,31.84,73,100,36.17,RU,1706574784
421,tuxpam de rodriguez cano,20.95,-97.4,69.62,69,100,5.5,MX,1706574784
422,takoradi,4.8845,-1.7554,79.41,85,10,6.44,GH,1706574784
423,pahrump,36.2083,-115.9839,71.83,33,25,2.73,US,1706574785
424,shitanjing,39.2342,106.3439,23.7,29,0,3.56,CN,1706574785
425,kiunga,-6.1219,141.2906,89.13,57,86,4.54,PG,1706574785
426,saint-philippe,-21.3585,55.7679,76.59,84,10,8.48,RE,1706574786
427,kloulklubed,7.0419,134.2556,79.3,84,100,19.6,PW,1706574786
428,aleg,17.0481,-13.9209,70.45,12,37,10.25,MR,1706574786
429,arraial do cabo,-22.9661,-42.0278,75.16,94,40,0.0,BR,1706574786
430,zouerate,22.7187,-12.4521,62.69,16,0,8.03,MR,1706574786
431,sandnessjoen,66.0217,12.6316,39.72,87,100,31.16,NO,1706574786
432,nainpur,22.4333,80.1167,57.9,44,100,3.11,IN,1706574787
433,jining,35.405,116.5814,37.06,70,97,8.19,CN,1706574787
434,betio village,1.358,172.9211,87.84,73,79,12.44,KI,1706574787
435,pikalevo,59.5183,34.1664,32.72,94,100,8.9,RU,1706574787
436,okha,53.5739,142.9478,5.0,91,97,9.28,RU,1706574787
437,arkhangel'sk,64.5401,40.5433,35.13,80,75,15.66,RU,1706574701
438,al qitena,14.8648,32.3668,65.68,20,100,12.26,SD,1706574788
439,cannonvale,-20.2833,148.7,87.19,69,100,8.52,AU,1706574788
440,americus,32.0724,-84.2327,50.13,62,0,4.61,US,1706574789
441,nantucket,41.2835,-70.0995,35.74,87,100,23.02,US,1706574704
442,alvorada,-12.48,-49.1247,73.33,94,100,1.81,BR,1706574789
443,sete,43.4018,3.6966,55.44,90,100,6.49,FR,1706574789
444,newman,37.3138,-121.0208,71.94,65,100,4.45,US,1706574789
445,bubaque,11.2833,-15.8333,78.33,68,34,9.73,GW,1706574790
446,ghanzi,-21.5667,21.7833,70.47,77,100,4.0,BW,1706574790
447,ulaangom,49.9811,92.0667,-28.61,92,91,1.81,MN,1706574790
448,korsor,55.3299,11.1386,38.98,100,100,6.44,DK,1706574790
449,revda,56.801,59.9303,6.35,97,69,4.27,RU,1706574790
450,dabakala,8.3667,-4.4333,77.59,18,7,3.02,CI,1706574791
451,anastacio,-20.4836,-55.8069,82.36,34,0,2.8,BR,1706574791
452,zaozersk,69.4005,32.4476,30.49,71,72,37.49,RU,1706574791
453,sassandra,4.95,-6.0833,78.13,88,30,4.63,CI,1706574791
454,howrah,22.5892,88.3103,60.8,88,5,3.44,IN,1706574791
455,nouadhibou,20.931,-17.0347,67.98,45,0,9.22,MR,1706574792
456,chakari,-18.0629,29.8925,63.48,71,10,5.79,ZW,1706574792
457,magangue,9.242,-74.7547,81.12,69,19,8.48,CO,1706574792
458,klaksvik,62.2266,-6.589,47.32,83,97,33.02,FO,1706574792
459,saldanha,-33.0117,17.9442,66.25,96,97,7.14,ZA,1706574793
460,almeirim,-1.5233,-52.5817,81.99,70,98,4.88,BR,1706574793
461,aktau,43.65,51.2,14.58,76,79,14.67,KZ,1706574793
462,naze,28.3667,129.4833,61.72,60,78,9.8,JP,1706574793
463,copiapo,-27.3667,-70.3333,62.29,61,0,4.45,CL,1706574567
464,marica,-22.9194,-42.8186,78.75,93,11,3.98,BR,1706574794
465,trairi,-3.2778,-39.2689,80.38,81,60,9.28,BR,1706574738
466,zhuanghe,39.7008,122.9911,26.19,85,89,9.57,CN,1706574794
467,lobujya,27.95,86.8167,-3.24,47,0,3.94,NP,1706574795
468,funafuti,-8.5243,179.1942,89.6,74,75,12.66,TV,1706574795
469,tsetserleg,47.475,101.4542,-12.51,89,23,2.95,MN,1706574795
470,cartagena del chaira,1.3349,-74.8429,81.99,55,79,2.26,CO,1706574795
471,kununurra,-15.7667,128.7333,89.58,66,40,5.75,AU,1706574795
472,hotan,37.0997,79.9269,27.84,48,99,1.48,CN,1706574796
473,muzaffargarh,30.0754,71.1921,51.82,41,100,5.03,PK,1706574796
474,tobelo,1.7284,128.0095,82.83,77,32,1.57,ID,1706574796
475,sawakin,19.1059,37.3321,69.84,63,72,7.47,SD,1706574796
476,island harbour,50.724,-1.2758,52.21,89,100,8.99,GB,1706574797
477,richards bay,-28.783,32.0377,73.45,84,24,10.18,ZA,1706574797
478,alfenas,-21.4292,-45.9472,66.31,52,5,1.68,BR,1706574797
479,mount pearl,47.5166,-52.7813,25.14,94,100,33.38,CA,1706574779
480,bereeda,11.8704,51.0579,75.67,79,23,5.88,SO,1706574798
481,portland,45.5234,-122.6762,60.94,74,75,13.8,US,1706574532
482,anshun,26.25,105.9333,42.33,98,100,4.18,CN,1706574798
483,kachkanar,58.7,59.4948,-2.67,100,25,4.59,RU,1706574798
484,verkhnevilyuysk,63.4453,120.3167,-31.65,98,75,3.87,RU,1706574799
485,acarau,-2.8856,-40.12,80.87,80,69,15.23,BR,1706574799
486,thunder bay,48.4001,-89.3168,31.98,86,100,4.61,CA,1706574706
487,alzamay,55.5562,98.6644,-32.3,100,32,3.36,RU,1706574799
488,tutoia,-2.7619,-42.2744,80.06,88,100,10.33,BR,1706574799
489,san diego country estates,33.0067,-116.7836,71.02,35,7,1.36,US,1706574800
490,tari,12.4086,4.4914,72.72,15,39,10.76,NG,1706574800
491,belyy yar,53.6039,91.3903,-2.31,84,100,0.0,RU,1706574800
492,prinsenbeek,51.6046,4.7141,50.97,80,100,5.75,NL,1706574800
493,oranjemund,-28.55,16.4333,66.07,72,100,4.45,NA,1706574800
494,persembe,41.0656,37.7714,33.22,84,91,4.21,TR,1706574800
495,corner brook,48.9667,-57.9484,1.56,96,6,3.04,CA,1706574801
496,natal,-5.795,-35.2094,80.82,83,75,5.75,BR,1706574580
497,teruel,40.6667,-0.6667,40.82,63,85,1.92,ES,1706574801
498,sao joao da barra,-21.6403,-41.0511,78.89,95,100,8.19,BR,1706574801
499,crucecita,-28.95,-58.9833,74.3,64,3,3.71,AR,1706574801
500,onega,63.9061,38.1404,34.2,77,55,17.05,RU,1706574801
501,jumla,29.2747,82.1838,29.61,70,0,4.43,NP,1706574802
502,sisimiut,66.9395,-53.6735,-13.36,97,97,6.49,GL,1706574802
503,pokhara,28.2333,83.9833,48.58,42,74,5.3,NP,1706574802
504,pokhvistnevo,53.6524,52.1274,22.23,96,100,8.37,RU,1706574802
505,nacimiento,-37.5,-72.6667,67.44,38,17,3.94,CL,1706574691
506,quellon,-43.1167,-73.6167,55.22,75,100,4.12,CL,1706574803
507,merritt,50.1123,-120.7942,41.59,100,100,3.76,CA,1706574803
508,nueva palestina,15.8,-92.75,64.31,77,33,4.81,MX,1706574803
509,el calafate,-50.3408,-72.2768,55.83,72,100,9.13,AR,1706574803
510,zhangye,38.9342,100.4517,24.42,26,7,0.94,CN,1706574803
511,kurumkan,54.3,110.3,-21.87,89,27,4.0,RU,1706574804
512,sarina,-21.4333,149.2167,90.27,1,100,6.13,AU,1706574804
513,meridian,43.6121,-116.3915,58.05,72,0,6.91,US,1706574804
514,diu,20.7141,70.9822,67.82,65,53,6.62,IN,1706574804
515,poddebice,51.8934,18.9573,36.88,71,97,9.42,PL,1706574804
516,koungou,-12.7336,45.2042,80.31,83,0,3.44,YT,1706574805
517,pudozh,61.8099,36.5345,29.95,95,76,10.0,RU,1706574805
518,mejit,10.2753,170.8646,78.85,79,100,18.05,MH,1706574805
519,ulanhot,46.0833,122.0833,-1.68,73,100,2.48,CN,1706574805
520,ulladulla,-35.35,150.4667,71.6,74,98,7.14,AU,1706574805
521,santana do matos,-5.9575,-36.6556,80.82,71,0,13.42,BR,1706574806
522,sake,-1.5736,29.045,65.26,87,100,0.4,CD,1706574806
523,idri,27.5,13.2667,47.44,60,0,9.6,LY,1706574806
524,duba,27.3513,35.6901,63.39,48,2,6.85,SA,1706574806
525,ceeldheer,3.8488,47.1806,77.61,84,44,15.64,SO,1706574806
526,kapuskasing,49.4169,-82.4331,33.8,75,100,11.5,CA,1706574807
527,qarauyl,48.9451,79.255,2.46,94,91,3.89,KZ,1706574807
528,daye,30.0833,114.95,45.99,84,100,5.28,CN,1706574807
529,freetown,8.484,-13.2299,80.31,89,100,9.22,SL,1706574807
530,christchurch,-43.5333,172.6333,79.54,57,40,8.05,NZ,1706574521
531,lucas,41.6501,-83.6666,34.38,86,100,4.61,US,1706574808
532,queenstown,-31.8976,26.8753,69.64,53,5,5.7,ZA,1706574808
533,tocache,-8.1842,-76.5125,75.13,93,100,1.01,PE,1706574521
534,saudarkrokur,65.7461,-19.6394,26.92,87,82,9.46,IS,1706574808
535,shimoda,34.6667,138.95,50.36,53,2,3.15,JP,1706574809
536,torghay,49.6339,63.4981,7.9,93,100,8.93,KZ,1706574809
537,kavalerovo,44.2661,135.0572,6.55,99,56,4.0,RU,1706574809
538,glen allen,37.666,-77.5064,45.07,66,0,4.0,US,1706574809
539,huamachuco,-7.8,-78.0667,56.3,84,100,2.86,PE,1706574809
540,antsiranana,-12.2787,49.2917,75.58,89,28,6.11,MG,1706574810
541,urangan,-25.3,152.9,78.21,98,100,8.99,AU,1706574810
542,norman gardens,-23.3224,150.5393,82.92,84,75,8.05,AU,1706574810
543,alliance,40.9153,-81.1059,33.4,84,100,5.17,US,1706574810
544,manado,1.487,124.8455,77.77,100,40,1.14,ID,1706574810
545,el hadjira,32.6134,5.5126,53.47,70,12,5.55,DZ,1706574810
546,bazarak,35.3129,69.5152,30.43,67,100,5.35,AF,1706574811
547,mikuni,36.2171,136.1519,37.31,66,100,5.12,JP,1706574811
548,amga,60.8953,131.9608,-42.11,100,94,1.57,RU,1706574811
549,celendin,-6.8703,-78.1517,58.82,83,100,4.14,PE,1706574811
550,nogliki,51.8333,143.1667,6.35,95,100,4.0,RU,1706574811
551,labytnangi,66.6572,66.4183,-12.86,100,100,3.71,RU,1706574812
552,vallenar,-28.5708,-70.7581,72.12,66,1,2.64,CL,1706574677
553,raja,8.4596,25.678,70.47,23,100,4.52,SS,1706574812
554,yung shue wan,22.2333,114.1167,67.32,89,100,11.25,HK,1706574812
555,san juan de miraflores,-12.1629,-76.9635,82.17,68,82,7.18,PE,1706574812
556,vila velha,-20.3297,-40.2925,75.15,97,20,4.0,BR,1706574812
557,gotsucho,35.0,132.2167,47.84,58,26,2.8,JP,1706574813
558,tayu,-6.5397,111.0518,82.72,75,97,2.15,ID,1706574813
559,norrtalje,59.758,18.705,34.84,98,100,0.29,SE,1706574813
560,daru,-9.0763,143.2092,87.78,63,51,9.31,PG,1706574813
561,buta,2.7858,24.73,71.96,51,100,0.74,CD,1706574813
562,ljusdal,61.8288,16.0913,21.47,91,100,2.93,SE,1706574814
563,prineville,44.2999,-120.8345,66.9,48,0,9.22,US,1706574814
564,papao,-17.75,-149.55,87.48,77,68,3.09,PF,1706574814
565,callao,-12.0667,-77.15,83.71,69,0,10.36,PE,1706574814
566,novodvinsk,64.4165,40.8122,34.79,80,100,14.83,RU,1706574814
567,anna regina,7.2644,-58.5077,80.04,78,7,9.73,GY,1706574814
568,tambopata,-12.7333,-69.1833,75.29,97,100,1.57,PE,1706574815
569,bikenibeu village,1.3673,173.1241,87.76,74,75,10.36,KI,1706574815
570,matoury,4.8483,-52.3317,75.16,94,17,1.14,GF,1706574815
